acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,closed,color_backend,correct,correct_correct_response,correct_correct_response_training,correct_new_1_keyboard_response,correct_new_keyboard_response,correct_new_mouse_response,correct_response,correct_response_train,count_Consent_form,count_correct_response,count_correct_response_training,count_ecouteur_form,count_experiment,count_experiment_loop,count_getting_started,count_logger_exp,count_new_1_keyboard_response,count_new_keyboard_response,count_new_mouse_response,count_osweb,count_play_sampler1,count_play_sampler2,count_play_sound1,count_play_sound2,count_redirect_to_limesurvey,count_stim_fill_sequence,count_study_finished,count_training_loop,count_training_seq,count_training_sketchpad,count_welcome_exp_page,count_welome,crossOriginIsolated,cursor_roi,cursor_x,cursor_y,datetime,description,devicePixelRatio,disable_garbage_collection,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullScreen,fullscreen,height,innerHeight,innerWidth,isBrowser,isSecureContext,jatos_uuid,keyboard_backend,length,mouse_backend,mozInnerScreenX,mozInnerScreenY,name,opensesame_codename,opensesame_version,origin,outerHeight,outerWidth,pageXOffset,pageYOffset,penwidth,repeat_cycle,response,response_correct_response,response_correct_response_training,response_new_1_keyboard_response,response_new_keyboard_response,response_new_mouse_response,response_time,response_time_correct_response,response_time_correct_response_training,response_time_new_1_keyboard_response,response_time_new_keyboard_response,response_time_new_mouse_response,response_time_training_sketchpad,response_time_welcome_exp_page,response_time_welome,response_training_sketchpad,response_welcome_exp_page,response_welome,round_decimals,sampler_backend,screenLeft,screenTop,screenX,screenY,scrollMaxX,scrollMaxY,scrollX,scrollY,sessionid,sound1,sound2,sound_1,sound_2,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,status,subject_nr,subject_parity,time_correct_response,time_correct_response_training,time_experiment_loop,time_logger_exp,time_new_1_keyboard_response,time_new_keyboard_response,time_new_mouse_response,time_play_sampler1,time_play_sampler2,time_play_sound1,time_play_sound2,time_redirect_to_limesurvey,time_training_loop,time_training_sketchpad,time_welcome_exp_page,time_welome,title,total_correct,total_response_time,total_responses,width
63,63,2887,2887,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,q,q,0,10,1,0,0,0,0,10,0,0,0,0,1,1,10,10,0,10,0,0,1,0,0,0,0,stim0,193.64952476807315,-11.135529891330286,Sat Apr 26 2025 11:39:15 GMT+0200 (Central European Summer Time),The main experiment item,1.0526315789473684,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,0,no,768,599,1298,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,0,84.55000305175781,,osweb,2.2.1,https://jatos.mindprobe.eu,701,1316,0,1.899999976158142,1,0,q,q,q,space,space,1,68,68,117,373,444,1934,756,981,889,space,space,space,2,osweb,-8,-8,-8,-8,0,2,0,1.899999976158142,1745660435142,train_a1,train_e1,stim_sheng1,stim_sheng4,1024,2,48000,-16,experiment,,0,even,98730,25215,152,98806,25343,18826,26626,23110,24361,96323,97525,28576,136,19279,17832,25728,Nouvelle expérience,10,46190,16,1024
59,59,2728,2728,#000000,osweb,osweb,0,osweb,0,0,1,undefined,undefined,undefined,m,q,0,11,1,0,0,0,0,11,0,0,0,0,1,1,11,11,0,11,0,0,1,0,0,0,0,stim0,193.64952476807315,-11.135529891330286,Sat Apr 26 2025 11:39:15 GMT+0200 (Central European Summer Time),The main experiment item,1.0526315789473684,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,0,no,768,599,1298,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,0,84.55000305175781,,osweb,2.2.1,https://jatos.mindprobe.eu,701,1316,0,1.899999976158142,1,0,q,q,q,space,space,1,188,188,117,373,444,1934,756,981,889,space,space,space,2,osweb,-8,-8,-8,-8,0,2,0,1.899999976158142,1745660435142,train_a1,train_e1,stim_ban3,stim_ban3,1024,2,48000,-16,experiment,,0,even,101749,25215,152,101938,25343,18826,26626,23110,24361,98808,100277,28576,136,19279,17832,25728,Nouvelle expérience,10,46378,17,1024
61,61,2584,2584,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,q,q,0,12,1,0,0,0,0,12,0,0,0,0,1,1,12,12,0,12,0,0,1,0,0,0,0,stim0,193.64952476807315,-11.135529891330286,Sat Apr 26 2025 11:39:15 GMT+0200 (Central European Summer Time),The main experiment item,1.0526315789473684,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,0,no,768,599,1298,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,0,84.55000305175781,,osweb,2.2.1,https://jatos.mindprobe.eu,701,1316,0,1.899999976158142,1,0,q,q,q,space,space,1,127,127,117,373,444,1934,756,981,889,space,space,space,2,osweb,-8,-8,-8,-8,0,2,0,1.899999976158142,1745660435142,train_a1,train_e1,fill_seng1,fill_song1,1024,2,48000,-16,experiment,,0,even,104533,25215,152,104671,25343,18826,26626,23110,24361,101943,103446,28576,136,19279,17832,25728,Nouvelle expérience,11,46505,18,1024
63,63,2474,2474,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,q,q,0,13,1,0,0,0,0,13,0,0,0,0,1,1,13,13,0,13,0,0,1,0,0,0,0,stim0,193.64952476807315,-11.135529891330286,Sat Apr 26 2025 11:39:15 GMT+0200 (Central European Summer Time),The main experiment item,1.0526315789473684,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,0,no,768,599,1298,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,0,84.55000305175781,,osweb,2.2.1,https://jatos.mindprobe.eu,701,1316,0,1.899999976158142,1,0,q,q,q,space,space,1,496,496,117,373,444,1934,756,981,889,space,space,space,2,osweb,-8,-8,-8,-8,0,2,0,1.899999976158142,1745660435142,train_a1,train_e1,fill_tao2,fill_tao3,1024,2,48000,-16,experiment,,0,even,107552,25215,152,108054,25343,18826,26626,23110,24361,104673,106048,28576,136,19279,17832,25728,Nouvelle expérience,12,47001,19,1024
65,65,2351,2351,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,q,q,0,14,1,0,0,0,0,14,0,0,0,0,1,1,14,14,0,14,0,0,1,0,0,0,0,stim0,193.64952476807315,-11.135529891330286,Sat Apr 26 2025 11:39:15 GMT+0200 (Central European Summer Time),The main experiment item,1.0526315789473684,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,0,no,768,599,1298,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,0,84.55000305175781,,osweb,2.2.1,https://jatos.mindprobe.eu,701,1316,0,1.899999976158142,1,0,q,q,q,space,space,1,13,13,117,373,444,1934,756,981,889,space,space,space,2,osweb,-8,-8,-8,-8,0,2,0,1.899999976158142,1745660435142,train_a1,train_e1,fill_tao1,fill_mao1,1024,2,48000,-16,experiment,,0,even,110442,25215,152,110471,25343,18826,26626,23110,24361,108057,109269,28576,136,19279,17832,25728,Nouvelle expérience,13,47014,20,1024
67,67,2239,2239,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,q,q,0,15,1,0,0,0,0,15,0,0,0,0,1,1,15,15,0,15,0,0,1,0,0,0,0,stim0,193.64952476807315,-11.135529891330286,Sat Apr 26 2025 11:39:15 GMT+0200 (Central European Summer Time),The main experiment item,1.0526315789473684,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,0,no,768,599,1298,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,0,84.55000305175781,,osweb,2.2.1,https://jatos.mindprobe.eu,701,1316,0,1.899999976158142,1,0,q,q,q,space,space,1,1,1,117,373,444,1934,756,981,889,space,space,space,2,osweb,-8,-8,-8,-8,0,2,0,1.899999976158142,1745660435142,train_a1,train_e1,fill_bao3,fill_dao3,1024,2,48000,-16,experiment,,0,even,112992,25215,152,113004,25343,18826,26626,23110,24361,110473,111936,28576,136,19279,17832,25728,Nouvelle expérience,14,47015,21,1024
64,64,2141,2141,#000000,osweb,osweb,0,osweb,0,0,1,undefined,undefined,undefined,q,q,0,16,1,0,0,0,0,16,0,0,0,0,1,1,16,16,0,16,0,0,1,0,0,0,0,stim0,193.64952476807315,-11.135529891330286,Sat Apr 26 2025 11:39:15 GMT+0200 (Central European Summer Time),The main experiment item,1.0526315789473684,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,0,no,768,599,1298,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,0,84.55000305175781,,osweb,2.2.1,https://jatos.mindprobe.eu,701,1316,0,1.899999976158142,1,0,m,m,q,space,space,1,92,92,117,373,444,1934,756,981,889,space,space,space,2,osweb,-8,-8,-8,-8,0,2,0,1.899999976158142,1745660435142,train_a1,train_e1,stim_ma2,stim_ma4,1024,2,48000,-16,experiment,,0,even,115051,25215,152,115154,25343,18826,26626,23110,24361,113006,114016,28576,136,19279,17832,25728,Nouvelle expérience,14,47107,22,1024
65,65,2050,2050,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,m,q,0,17,1,0,0,0,0,17,0,0,0,0,1,1,17,17,0,17,0,0,1,0,0,0,0,stim0,193.64952476807315,-11.135529891330286,Sat Apr 26 2025 11:39:15 GMT+0200 (Central European Summer Time),The main experiment item,1.0526315789473684,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,0,no,768,599,1298,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,0,84.55000305175781,,osweb,2.2.1,https://jatos.mindprobe.eu,701,1316,0,1.899999976158142,1,0,m,m,q,space,space,1,38,38,117,373,444,1934,756,981,889,space,space,space,2,osweb,-8,-8,-8,-8,0,2,0,1.899999976158142,1745660435142,train_a1,train_e1,stim_dao3,stim_dao3,1024,2,48000,-16,experiment,,0,even,117259,25215,152,117304,25343,18826,26626,23110,24361,115156,116203,28576,136,19279,17832,25728,Nouvelle expérience,15,47145,23,1024
67,67,1968,1968,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,m,q,0,18,1,0,0,0,0,18,0,0,0,0,1,1,18,18,0,18,0,0,1,0,0,0,0,stim0,193.64952476807315,-11.135529891330286,Sat Apr 26 2025 11:39:15 GMT+0200 (Central European Summer Time),The main experiment item,1.0526315789473684,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,0,no,768,599,1298,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,0,84.55000305175781,,osweb,2.2.1,https://jatos.mindprobe.eu,701,1316,0,1.899999976158142,1,0,m,m,q,space,space,1,76,76,117,373,444,1934,756,981,889,space,space,space,2,osweb,-8,-8,-8,-8,0,2,0,1.899999976158142,1745660435142,train_a1,train_e1,stim_ban2,stim_ban2,1024,2,48000,-16,experiment,,0,even,119648,25215,152,119737,25343,18826,26626,23110,24361,117306,118475,28576,136,19279,17832,25728,Nouvelle expérience,16,47221,24,1024
68,68,1892,1892,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,m,q,0,19,1,0,0,0,0,19,0,0,0,0,1,1,19,19,0,19,0,0,1,0,0,0,0,stim0,193.64952476807315,-11.135529891330286,Sat Apr 26 2025 11:39:15 GMT+0200 (Central European Summer Time),The main experiment item,1.0526315789473684,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,0,no,768,599,1298,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,0,84.55000305175781,,osweb,2.2.1,https://jatos.mindprobe.eu,701,1316,0,1.899999976158142,1,0,m,m,q,space,space,1,80,80,117,373,444,1934,756,981,889,space,space,space,2,osweb,-8,-8,-8,-8,0,2,0,1.899999976158142,1745660435142,train_a1,train_e1,fill_seng4,fill_seng4,1024,2,48000,-16,experiment,,0,even,123531,25215,152,123620,25343,18826,26626,23110,24361,119739,121631,28576,136,19279,17832,25728,Nouvelle expérience,17,47301,25,1024
65,65,1819,1819,#000000,osweb,osweb,0,osweb,0,0,1,undefined,undefined,undefined,q,q,0,20,1,0,0,0,0,20,0,0,0,0,1,1,20,20,0,20,0,0,1,0,0,0,0,stim0,193.64952476807315,-11.135529891330286,Sat Apr 26 2025 11:39:15 GMT+0200 (Central European Summer Time),The main experiment item,1.0526315789473684,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,0,no,768,599,1298,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,0,84.55000305175781,,osweb,2.2.1,https://jatos.mindprobe.eu,701,1316,0,1.899999976158142,1,0,m,m,q,space,space,1,3,3,117,373,444,1934,756,981,889,space,space,space,2,osweb,-8,-8,-8,-8,0,2,0,1.899999976158142,1745660435142,train_a1,train_e1,stim_ma1,stim_ma4,1024,2,48000,-16,experiment,,0,even,125877,25215,152,125888,25343,18826,26626,23110,24361,123622,124842,28576,136,19279,17832,25728,Nouvelle expérience,17,47304,26,1024
67,67,1757,1757,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,m,q,0,21,1,0,0,0,0,21,0,0,0,0,1,1,21,21,0,21,0,0,1,0,0,0,0,stim0,193.64952476807315,-11.135529891330286,Sat Apr 26 2025 11:39:15 GMT+0200 (Central European Summer Time),The main experiment item,1.0526315789473684,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,0,no,768,599,1298,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,0,84.55000305175781,,osweb,2.2.1,https://jatos.mindprobe.eu,701,1316,0,1.899999976158142,1,0,m,m,q,space,space,1,144,144,117,373,444,1934,756,981,889,space,space,space,2,osweb,-8,-8,-8,-8,0,2,0,1.899999976158142,1745660435142,train_a1,train_e1,fill_pan2,fill_pan2,1024,2,48000,-16,experiment,,0,even,128597,25215,152,128753,25343,18826,26626,23110,24361,125889,127243,28576,136,19279,17832,25728,Nouvelle expérience,18,47448,27,1024
64,64,1696,1696,#000000,osweb,osweb,0,osweb,0,0,1,undefined,undefined,undefined,q,q,0,22,1,0,0,0,0,22,0,0,0,0,1,1,22,22,0,22,0,0,1,0,0,0,0,stim0,193.64952476807315,-11.135529891330286,Sat Apr 26 2025 11:39:15 GMT+0200 (Central European Summer Time),The main experiment item,1.0526315789473684,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,0,no,768,599,1298,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,0,84.55000305175781,,osweb,2.2.1,https://jatos.mindprobe.eu,701,1316,0,1.899999976158142,1,0,m,m,q,space,space,1,27,27,117,373,444,1934,756,981,889,space,space,space,2,osweb,-8,-8,-8,-8,0,2,0,1.899999976158142,1745660435142,train_a1,train_e1,fill_seng1,fill_seng2,1024,2,48000,-16,experiment,,0,even,131455,25215,152,131486,25343,18826,26626,23110,24361,128755,130251,28576,136,19279,17832,25728,Nouvelle expérience,18,47475,28,1024
