acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,closed,color_backend,correct,correct_correct_response,correct_correct_response_training,correct_new_1_keyboard_response,correct_new_keyboard_response,correct_new_mouse_response,correct_response,correct_response_train,count_Consent_form,count_correct_response,count_correct_response_training,count_ecouteur_form,count_experiment,count_experiment_loop,count_getting_started,count_logger_exp,count_new_1_keyboard_response,count_new_keyboard_response,count_new_mouse_response,count_osweb,count_play_sampler1,count_play_sampler2,count_play_sound1,count_play_sound2,count_redirect_to_limesurvey,count_stim_fill_sequence,count_study_finished,count_training_loop,count_training_seq,count_training_sketchpad,count_welcome_exp_page,count_welome,crossOriginIsolated,cursor_roi,cursor_x,cursor_y,datetime,description,devicePixelRatio,disable_garbage_collection,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullScreen,fullscreen,height,innerHeight,innerWidth,isBrowser,isSecureContext,jatos_uuid,keyboard_backend,length,mouse_backend,mozInnerScreenX,mozInnerScreenY,name,opensesame_codename,opensesame_version,origin,outerHeight,outerWidth,pageXOffset,pageYOffset,penwidth,repeat_cycle,response,response_correct_response,response_correct_response_training,response_new_1_keyboard_response,response_new_keyboard_response,response_new_mouse_response,response_time,response_time_correct_response,response_time_correct_response_training,response_time_new_1_keyboard_response,response_time_new_keyboard_response,response_time_new_mouse_response,response_time_training_sketchpad,response_time_welcome_exp_page,response_time_welome,response_training_sketchpad,response_welcome_exp_page,response_welome,round_decimals,sampler_backend,screenLeft,screenTop,screenX,screenY,scrollMaxX,scrollMaxY,scrollX,scrollY,sessionid,sound1,sound2,sound_1,sound_2,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,status,subject_nr,subject_parity,time_correct_response,time_correct_response_training,time_experiment_loop,time_logger_exp,time_new_1_keyboard_response,time_new_keyboard_response,time_new_mouse_response,time_play_sampler1,time_play_sampler2,time_play_sound1,time_play_sound2,time_redirect_to_limesurvey,time_training_loop,time_training_sketchpad,time_welcome_exp_page,time_welome,title,total_correct,total_response_time,total_responses,width
25,25,7221,7221,#000000,osweb,osweb,0,osweb,0,0,1,undefined,undefined,undefined,q,q,0,10,1,0,0,0,0,10,0,0,0,0,1,1,10,10,0,10,0,0,1,0,0,0,0,,242.3341525912005,-72.63190187843853,Fri Apr 25 2025 19:06:25 GMT+0200 (Central European Summer Time),The main experiment item,1.0526315789473684,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,0,no,768,599,1298,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,0,84.55000305175781,,osweb,2.2.1,https://jatos.mindprobe.eu,701,1316,0,1.899999976158142,1,0,m,m,q,space,space,1,144,144,1467,810,574,1183,1641,18103,14708,space,space,space,2,osweb,-8,-8,-8,-8,0,2,0,1.899999976158142,1745600796563,train_a1,train_e1,stim_dao2,stim_dao3,1024,2,48000,-16,experiment,,0,even,230784,75103,169,230931,76574,66124,92106,72992,74249,227917,229728,93290,148,66711,48009,77395,Nouvelle expérience,4,115535,16,1024
24,24,6796,6796,#000000,osweb,osweb,0,osweb,0,0,1,undefined,undefined,undefined,q,q,0,11,1,0,0,0,0,11,0,0,0,0,1,1,11,11,0,11,0,0,1,0,0,0,0,,242.3341525912005,-72.63190187843853,Fri Apr 25 2025 19:06:25 GMT+0200 (Central European Summer Time),The main experiment item,1.0526315789473684,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,0,no,768,599,1298,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,0,84.55000305175781,,osweb,2.2.1,https://jatos.mindprobe.eu,701,1316,0,1.899999976158142,1,0,m,m,q,space,space,1,1,1,1467,810,574,1183,1641,18103,14708,space,space,space,2,osweb,-8,-8,-8,-8,0,2,0,1.899999976158142,1745600796563,train_a1,train_e1,stim_ban2,stim_ban4,1024,2,48000,-16,experiment,,0,even,233077,75103,169,233081,76574,66124,92106,72992,74249,230934,232106,93290,148,66711,48009,77395,Nouvelle expérience,4,115536,17,1024
28,28,6432,6432,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,m,q,0,12,1,0,0,0,0,12,0,0,0,0,1,1,12,12,0,12,0,0,1,0,0,0,0,,242.3341525912005,-72.63190187843853,Fri Apr 25 2025 19:06:25 GMT+0200 (Central European Summer Time),The main experiment item,1.0526315789473684,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,0,no,768,599,1298,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,0,84.55000305175781,,osweb,2.2.1,https://jatos.mindprobe.eu,701,1316,0,1.899999976158142,1,0,m,m,q,space,space,1,243,243,1467,810,574,1183,1641,18103,14708,space,space,space,2,osweb,-8,-8,-8,-8,0,2,0,1.899999976158142,1745600796563,train_a1,train_e1,fill_yu3,fill_yu3,1024,2,48000,-16,experiment,,0,even,235957,75103,169,236215,76574,66124,92106,72992,74249,233082,234517,93290,148,66711,48009,77395,Nouvelle expérience,5,115779,18,1024
26,26,6116,6116,#000000,osweb,osweb,0,osweb,0,0,1,undefined,undefined,undefined,q,q,0,13,1,0,0,0,0,13,0,0,0,0,1,1,13,13,0,13,0,0,1,0,0,0,0,,242.3341525912005,-72.63190187843853,Fri Apr 25 2025 19:06:25 GMT+0200 (Central European Summer Time),The main experiment item,1.0526315789473684,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,0,no,768,599,1298,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,0,84.55000305175781,,osweb,2.2.1,https://jatos.mindprobe.eu,701,1316,0,1.899999976158142,1,0,m,m,q,space,space,1,416,416,1467,810,574,1183,1641,18103,14708,space,space,space,2,osweb,-8,-8,-8,-8,0,2,0,1.899999976158142,1745600796563,train_a1,train_e1,fill_pan1,fill_pan3,1024,2,48000,-16,experiment,,0,even,238560,75103,169,238980,76574,66124,92106,72992,74249,236216,237163,93290,148,66711,48009,77395,Nouvelle expérience,5,116195,19,1024
30,30,5827,5827,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,m,q,0,14,1,0,0,0,0,14,0,0,0,0,1,1,14,14,0,14,0,0,1,0,0,0,0,,242.3341525912005,-72.63190187843853,Fri Apr 25 2025 19:06:25 GMT+0200 (Central European Summer Time),The main experiment item,1.0526315789473684,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,0,no,768,599,1298,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,0,84.55000305175781,,osweb,2.2.1,https://jatos.mindprobe.eu,701,1316,0,1.899999976158142,1,0,m,m,q,space,space,1,347,347,1467,810,574,1183,1641,18103,14708,space,space,space,2,osweb,-8,-8,-8,-8,0,2,0,1.899999976158142,1745600796563,train_a1,train_e1,stim_sheng3,stim_sheng3,1024,2,48000,-16,experiment,,0,even,242091,75103,169,242447,76574,66124,92106,72992,74249,238982,240533,93290,148,66711,48009,77395,Nouvelle expérience,6,116542,20,1024
33,33,5587,5587,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,m,q,0,15,1,0,0,0,0,15,0,0,0,0,1,1,15,15,0,15,0,0,1,0,0,0,0,,242.3341525912005,-72.63190187843853,Fri Apr 25 2025 19:06:25 GMT+0200 (Central European Summer Time),The main experiment item,1.0526315789473684,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,0,no,768,599,1298,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,0,84.55000305175781,,osweb,2.2.1,https://jatos.mindprobe.eu,701,1316,0,1.899999976158142,1,0,m,m,q,space,space,1,785,785,1467,810,574,1183,1641,18103,14708,space,space,space,2,osweb,-8,-8,-8,-8,0,2,0,1.899999976158142,1745600796563,train_a1,train_e1,stim_ban2,stim_ban2,1024,2,48000,-16,experiment,,0,even,244790,75103,169,245580,76574,66124,92106,72992,74249,242450,243616,93290,148,66711,48009,77395,Nouvelle expérience,7,117327,21,1024
36,36,5340,5340,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,q,q,0,16,1,0,0,0,0,16,0,0,0,0,1,1,16,16,0,16,0,0,1,0,0,0,0,,242.3341525912005,-72.63190187843853,Fri Apr 25 2025 19:06:25 GMT+0200 (Central European Summer Time),The main experiment item,1.0526315789473684,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,0,no,768,599,1298,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,0,84.55000305175781,,osweb,2.2.1,https://jatos.mindprobe.eu,701,1316,0,1.899999976158142,1,0,q,q,q,space,space,1,144,144,1467,810,574,1183,1641,18103,14708,space,space,space,2,osweb,-8,-8,-8,-8,0,2,0,1.899999976158142,1745600796563,train_a1,train_e1,fill_tao1,fill_mao1,1024,2,48000,-16,experiment,,0,even,247967,75103,169,248113,76574,66124,92106,72992,74249,245583,246794,93290,148,66711,48009,77395,Nouvelle expérience,8,117471,22,1024
39,39,5120,5120,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,q,q,0,17,1,0,0,0,0,17,0,0,0,0,1,1,17,17,0,17,0,0,1,0,0,0,0,,242.3341525912005,-72.63190187843853,Fri Apr 25 2025 19:06:25 GMT+0200 (Central European Summer Time),The main experiment item,1.0526315789473684,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,0,no,768,599,1298,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,0,84.55000305175781,,osweb,2.2.1,https://jatos.mindprobe.eu,701,1316,0,1.899999976158142,1,0,q,q,q,space,space,1,278,278,1467,810,574,1183,1641,18103,14708,space,space,space,2,osweb,-8,-8,-8,-8,0,2,0,1.899999976158142,1745600796563,train_a1,train_e1,stim_sheng1,stim_sheng2,1024,2,48000,-16,experiment,,0,even,250688,75103,169,250980,76574,66124,92106,72992,74249,248114,249312,93290,148,66711,48009,77395,Nouvelle expérience,9,117749,23,1024
42,42,4927,4927,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,q,q,0,18,1,0,0,0,0,18,0,0,0,0,1,1,18,18,0,18,0,0,1,0,0,0,0,,242.3341525912005,-72.63190187843853,Fri Apr 25 2025 19:06:25 GMT+0200 (Central European Summer Time),The main experiment item,1.0526315789473684,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,0,no,768,599,1298,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,0,84.55000305175781,,osweb,2.2.1,https://jatos.mindprobe.eu,701,1316,0,1.899999976158142,1,0,q,q,q,space,space,1,504,504,1467,810,574,1183,1641,18103,14708,space,space,space,2,osweb,-8,-8,-8,-8,0,2,0,1.899999976158142,1745600796563,train_a1,train_e1,fill_sheng1,fill_shong1,1024,2,48000,-16,experiment,,0,even,253344,75103,169,253863,76574,66124,92106,72992,74249,250981,252181,93290,148,66711,48009,77395,Nouvelle expérience,10,118253,24,1024
44,44,4735,4735,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,q,q,0,19,1,0,0,0,0,19,0,0,0,0,1,1,19,19,0,19,0,0,1,0,0,0,0,,242.3341525912005,-72.63190187843853,Fri Apr 25 2025 19:06:25 GMT+0200 (Central European Summer Time),The main experiment item,1.0526315789473684,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,0,no,768,599,1298,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,0,84.55000305175781,,osweb,2.2.1,https://jatos.mindprobe.eu,701,1316,0,1.899999976158142,1,0,q,q,q,space,space,1,123,123,1467,810,574,1183,1641,18103,14708,space,space,space,2,osweb,-8,-8,-8,-8,0,2,0,1.899999976158142,1745600796563,train_a1,train_e1,stim_sheng1,stim_sheng4,1024,2,48000,-16,experiment,,0,even,256266,75103,169,256396,76574,66124,92106,72992,74249,253864,255061,93290,148,66711,48009,77395,Nouvelle expérience,11,118376,25,1024
46,46,4569,4569,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,q,q,0,20,1,0,0,0,0,20,0,0,0,0,1,1,20,20,0,20,0,0,1,0,0,0,0,,242.3341525912005,-72.63190187843853,Fri Apr 25 2025 19:06:25 GMT+0200 (Central European Summer Time),The main experiment item,1.0526315789473684,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,0,no,768,599,1298,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,0,84.55000305175781,,osweb,2.2.1,https://jatos.mindprobe.eu,701,1316,0,1.899999976158142,1,0,q,q,q,space,space,1,425,425,1467,810,574,1183,1641,18103,14708,space,space,space,2,osweb,-8,-8,-8,-8,0,2,0,1.899999976158142,1745600796563,train_a1,train_e1,fill_la1,fill_ma1,1024,2,48000,-16,experiment,,0,even,258923,75103,169,259362,76574,66124,92106,72992,74249,256399,257696,93290,148,66711,48009,77395,Nouvelle expérience,12,118801,26,1024
48,48,4404,4404,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,q,q,0,21,1,0,0,0,0,21,0,0,0,0,1,1,21,21,0,21,0,0,1,0,0,0,0,,242.3341525912005,-72.63190187843853,Fri Apr 25 2025 19:06:25 GMT+0200 (Central European Summer Time),The main experiment item,1.0526315789473684,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,0,no,768,599,1298,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,0,84.55000305175781,,osweb,2.2.1,https://jatos.mindprobe.eu,701,1316,0,1.899999976158142,1,0,q,q,q,space,space,1,105,105,1467,810,574,1183,1641,18103,14708,space,space,space,2,osweb,-8,-8,-8,-8,0,2,0,1.899999976158142,1745600796563,train_a1,train_e1,fill_mi1,fill_bi1,1024,2,48000,-16,experiment,,0,even,261803,75103,169,261912,76574,66124,92106,72992,74249,259364,260683,93290,148,66711,48009,77395,Nouvelle expérience,13,118906,27,1024
50,50,4283,4283,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,q,q,0,22,1,0,0,0,0,22,0,0,0,0,1,1,22,22,0,22,0,0,1,0,0,0,0,,242.3341525912005,-72.63190187843853,Fri Apr 25 2025 19:06:25 GMT+0200 (Central European Summer Time),The main experiment item,1.0526315789473684,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,0,no,768,599,1298,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,0,84.55000305175781,,osweb,2.2.1,https://jatos.mindprobe.eu,701,1316,0,1.899999976158142,1,0,q,q,q,space,space,1,1005,1005,1467,810,574,1183,1641,18103,14708,space,space,space,2,osweb,-8,-8,-8,-8,0,2,0,1.899999976158142,1745600796563,train_a1,train_e1,fill_pa4,fill_ba4,1024,2,48000,-16,experiment,,0,even,264330,75103,169,265346,76574,66124,92106,72992,74249,261914,263072,93290,148,66711,48009,77395,Nouvelle expérience,14,119911,28,1024
