PERSISTENT,TEMPORARY,acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,closed,color_backend,correct,correct_correct_response,correct_correct_response_training,correct_new_1_keyboard_response,correct_new_keyboard_response,correct_new_mouse_response,correct_response,correct_response_train,count_Consent_form,count_correct_response,count_correct_response_training,count_ecouteur_form,count_experiment,count_experiment_loop,count_getting_started,count_logger_exp,count_new_1_keyboard_response,count_new_keyboard_response,count_new_mouse_response,count_osweb,count_play_sampler1,count_play_sampler2,count_play_sound1,count_play_sound2,count_redirect_to_limesurvey,count_stim_fill_sequence,count_study_finished,count_training_loop,count_training_seq,count_training_sketchpad,count_welcome_exp_page,count_welome,credentialless,crossOriginIsolated,cursor_roi,cursor_x,cursor_y,datetime,description,devicePixelRatio,disable_garbage_collection,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,innerHeight,innerWidth,isBrowser,isSecureContext,jatos_uuid,keyboard_backend,length,mouse_backend,name,opensesame_codename,opensesame_version,origin,originAgentCluster,outerHeight,outerWidth,pageXOffset,pageYOffset,penwidth,repeat_cycle,response,response_correct_response,response_correct_response_training,response_new_1_keyboard_response,response_new_keyboard_response,response_new_mouse_response,response_time,response_time_correct_response,response_time_correct_response_training,response_time_new_1_keyboard_response,response_time_new_keyboard_response,response_time_new_mouse_response,response_time_training_sketchpad,response_time_welcome_exp_page,response_time_welome,response_training_sketchpad,response_welcome_exp_page,response_welome,round_decimals,sampler_backend,screenLeft,screenTop,screenX,screenY,scrollX,scrollY,sessionid,sound1,sound2,sound_1,sound_2,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,status,subject_nr,subject_parity,time_correct_response,time_correct_response_training,time_experiment_loop,time_logger_exp,time_new_1_keyboard_response,time_new_keyboard_response,time_new_mouse_response,time_play_sampler1,time_play_sampler2,time_play_sound1,time_play_sound2,time_redirect_to_limesurvey,time_training_loop,time_training_sketchpad,time_welcome_exp_page,time_welome,title,total_correct,total_response_time,total_responses,width
1,0,50,50,13943,13943,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,q,q,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,,124.06824167803629,187.6313894984641,Thu Apr 24 2025 20:34:27 GMT+0200 (heure d’été d’Europe centrale),The main experiment item,1.25,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,no,768,703,1536,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,,osweb,2.2.1,https://jatos.mindprobe.eu,1,824,1536,0,2.4000000953674316,1,0,q,q,q,space,space,1,59931,59931,463,15078,4444,2459,9337,23669,19614,space,space,space,2,osweb,0,0,0,0,0,2.4000000953674316,1745519732057,train_a1,train_e1,fill_mi1,fill_bi1,1024,2,48000,-16,experiment,,0,even,119554,79429,125,179495,79892,60545,114603,77343,78589,117086,118444,117070,107,64995,36863,94974,Nouvelle expérience,3,83658,6,1024
1,0,57,57,12118,12118,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,q,q,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,,124.06824167803629,187.6313894984641,Thu Apr 24 2025 20:34:27 GMT+0200 (heure d’été d’Europe centrale),The main experiment item,1.25,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,no,768,703,1536,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,,osweb,2.2.1,https://jatos.mindprobe.eu,1,824,1536,0,2.4000000953674316,1,0,q,q,q,space,space,1,1171,1171,463,15078,4444,2459,9337,23669,19614,space,space,space,2,osweb,0,0,0,0,0,2.4000000953674316,1745519732057,train_a1,train_e1,stim_sheng1,stim_sheng4,1024,2,48000,-16,experiment,,0,even,181909,79429,125,183094,79892,60545,114603,77343,78589,179502,180709,117070,107,64995,36863,94974,Nouvelle expérience,4,84829,7,1024
1,0,63,63,10974,10974,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,m,q,0,2,1,0,0,0,0,2,0,0,0,0,1,1,2,2,0,2,0,0,1,0,0,0,0,0,,124.06824167803629,187.6313894984641,Thu Apr 24 2025 20:34:27 GMT+0200 (heure d’été d’Europe centrale),The main experiment item,1.25,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,no,768,703,1536,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,,osweb,2.2.1,https://jatos.mindprobe.eu,1,824,1536,0,2.4000000953674316,1,0,m,m,q,space,space,1,2963,2963,463,15078,4444,2459,9337,23669,19614,space,space,space,2,osweb,0,0,0,0,0,2.4000000953674316,1745519732057,train_a1,train_e1,stim_sheng3,stim_sheng3,1024,2,48000,-16,experiment,,0,even,186190,79429,125,189160,79892,60545,114603,77343,78589,183096,184639,117070,107,64995,36863,94974,Nouvelle expérience,5,87792,8,1024
1,0,67,67,9828,9828,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,m,q,0,3,1,0,0,0,0,3,0,0,0,0,1,1,3,3,0,3,0,0,1,0,0,0,0,0,,124.06824167803629,187.6313894984641,Thu Apr 24 2025 20:34:27 GMT+0200 (heure d’été d’Europe centrale),The main experiment item,1.25,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,no,768,703,1536,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,,osweb,2.2.1,https://jatos.mindprobe.eu,1,824,1536,0,2.4000000953674316,1,0,m,m,q,space,space,1,664,664,463,15078,4444,2459,9337,23669,19614,space,space,space,2,osweb,0,0,0,0,0,2.4000000953674316,1745519732057,train_a1,train_e1,fill_seng4,fill_seng4,1024,2,48000,-16,experiment,,0,even,192939,79429,125,193609,79892,60545,114603,77343,78589,189162,191049,117070,107,64995,36863,94974,Nouvelle expérience,6,88456,9,1024
1,0,70,70,9016,9016,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,q,q,0,4,1,0,0,0,0,4,0,0,0,0,1,1,4,4,0,4,0,0,1,0,0,0,0,0,,124.06824167803629,187.6313894984641,Thu Apr 24 2025 20:34:27 GMT+0200 (heure d’été d’Europe centrale),The main experiment item,1.25,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,no,768,703,1536,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,,osweb,2.2.1,https://jatos.mindprobe.eu,1,824,1536,0,2.4000000953674316,1,0,q,q,q,space,space,1,1702,1702,463,15078,4444,2459,9337,23669,19614,space,space,space,2,osweb,0,0,0,0,0,2.4000000953674316,1745519732057,train_a1,train_e1,stim_dao2,stim_dao3,1024,2,48000,-16,experiment,,0,even,196459,79429,125,198175,79892,60545,114603,77343,78589,193611,195409,117070,107,64995,36863,94974,Nouvelle expérience,7,90158,10,1024
1,0,73,73,8379,8379,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,m,q,0,5,1,0,0,0,0,5,0,0,0,0,1,1,5,5,0,5,0,0,1,0,0,0,0,0,,124.06824167803629,187.6313894984641,Thu Apr 24 2025 20:34:27 GMT+0200 (heure d’été d’Europe centrale),The main experiment item,1.25,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,no,768,703,1536,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,,osweb,2.2.1,https://jatos.mindprobe.eu,1,824,1536,0,2.4000000953674316,1,0,m,m,q,space,space,1,2013,2013,463,15078,4444,2459,9337,23669,19614,space,space,space,2,osweb,0,0,0,0,0,2.4000000953674316,1745519732057,train_a1,train_e1,stim_yi3,stim_yi3,1024,2,48000,-16,experiment,,0,even,201499,79429,125,203524,79892,60545,114603,77343,78589,198177,199839,117070,107,64995,36863,94974,Nouvelle expérience,8,92171,11,1024
1,0,75,75,7798,7798,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,m,q,0,6,1,0,0,0,0,6,0,0,0,0,1,1,6,6,0,6,0,0,1,0,0,0,0,0,,124.06824167803629,187.6313894984641,Thu Apr 24 2025 20:34:27 GMT+0200 (heure d’été d’Europe centrale),The main experiment item,1.25,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,no,768,703,1536,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,,osweb,2.2.1,https://jatos.mindprobe.eu,1,824,1536,0,2.4000000953674316,1,0,m,m,q,space,space,1,1401,1401,463,15078,4444,2459,9337,23669,19614,space,space,space,2,osweb,0,0,0,0,0,2.4000000953674316,1745519732057,train_a1,train_e1,stim_dao3,stim_dao3,1024,2,48000,-16,experiment,,0,even,205619,79429,125,207024,79892,60545,114603,77343,78589,203527,204569,117070,107,64995,36863,94974,Nouvelle expérience,9,93572,12,1024
1,0,77,77,7225,7225,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,q,q,0,7,1,0,0,0,0,7,0,0,0,0,1,1,7,7,0,7,0,0,1,0,0,0,0,0,,124.06824167803629,187.6313894984641,Thu Apr 24 2025 20:34:27 GMT+0200 (heure d’été d’Europe centrale),The main experiment item,1.25,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,no,768,703,1536,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,,osweb,2.2.1,https://jatos.mindprobe.eu,1,824,1536,0,2.4000000953674316,1,0,q,q,q,space,space,1,352,352,463,15078,4444,2459,9337,23669,19614,space,space,space,2,osweb,0,0,0,0,0,2.4000000953674316,1745519732057,train_a1,train_e1,stim_ban2,stim_ban4,1024,2,48000,-16,experiment,,0,even,209139,79429,125,209507,79892,60545,114603,77343,78589,207026,208189,117070,107,64995,36863,94974,Nouvelle expérience,10,93924,13,1024
1,0,79,79,6738,6738,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,q,q,0,8,1,0,0,0,0,8,0,0,0,0,1,1,8,8,0,8,0,0,1,0,0,0,0,0,,124.06824167803629,187.6313894984641,Thu Apr 24 2025 20:34:27 GMT+0200 (heure d’été d’Europe centrale),The main experiment item,1.25,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,no,768,703,1536,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,,osweb,2.2.1,https://jatos.mindprobe.eu,1,824,1536,0,2.4000000953674316,1,0,q,q,q,space,space,1,410,410,463,15078,4444,2459,9337,23669,19614,space,space,space,2,osweb,0,0,0,0,0,2.4000000953674316,1745519732057,train_a1,train_e1,fill_li1,fill_la1,1024,2,48000,-16,experiment,,0,even,212319,79429,125,212740,79892,60545,114603,77343,78589,209508,211030,117070,107,64995,36863,94974,Nouvelle expérience,11,94334,14,1024
1,0,80,80,6311,6311,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,q,q,0,9,1,0,0,0,0,9,0,0,0,0,1,1,9,9,0,9,0,0,1,0,0,0,0,0,,124.06824167803629,187.6313894984641,Thu Apr 24 2025 20:34:27 GMT+0200 (heure d’été d’Europe centrale),The main experiment item,1.25,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,no,768,703,1536,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,,osweb,2.2.1,https://jatos.mindprobe.eu,1,824,1536,0,2.4000000953674316,1,0,q,q,q,space,space,1,329,329,463,15078,4444,2459,9337,23669,19614,space,space,space,2,osweb,0,0,0,0,0,2.4000000953674316,1745519732057,train_a1,train_e1,fill_tao1,fill_mao1,1024,2,48000,-16,experiment,,0,even,215110,79429,125,215439,79892,60545,114603,77343,78589,212742,213939,117070,107,64995,36863,94974,Nouvelle expérience,12,94663,15,1024
