PERSISTENT,TEMPORARY,acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,closed,color_backend,correct,correct_correct_response,correct_correct_response_training,correct_new_1_keyboard_response,correct_new_keyboard_response,correct_new_mouse_response,correct_response,correct_response_train,count_Consent_form,count_correct_response,count_correct_response_training,count_ecouteur_form,count_experiment,count_experiment_loop,count_getting_started,count_logger_exp,count_new_1_keyboard_response,count_new_keyboard_response,count_new_mouse_response,count_osweb,count_play_sampler1,count_play_sampler2,count_play_sound1,count_play_sound2,count_redirect_to_limesurvey,count_stim_fill_sequence,count_study_finished,count_training_loop,count_training_seq,count_training_sketchpad,count_welcome_exp_page,count_welome,credentialless,crossOriginIsolated,cursor_roi,cursor_x,cursor_y,datetime,description,devicePixelRatio,disable_garbage_collection,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,innerHeight,innerWidth,isBrowser,isSecureContext,jatos_uuid,keyboard_backend,length,mouse_backend,name,opensesame_codename,opensesame_version,origin,originAgentCluster,outerHeight,outerWidth,pageXOffset,pageYOffset,penwidth,repeat_cycle,response,response_correct_response,response_correct_response_training,response_new_1_keyboard_response,response_new_keyboard_response,response_new_mouse_response,response_time,response_time_correct_response,response_time_correct_response_training,response_time_new_1_keyboard_response,response_time_new_keyboard_response,response_time_new_mouse_response,response_time_training_sketchpad,response_time_welcome_exp_page,response_time_welome,response_training_sketchpad,response_welcome_exp_page,response_welome,round_decimals,sampler_backend,screenLeft,screenTop,screenX,screenY,scrollX,scrollY,sessionid,sound1,sound2,sound_1,sound_2,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,status,subject_nr,subject_parity,time_correct_response,time_correct_response_training,time_experiment_loop,time_logger_exp,time_new_1_keyboard_response,time_new_keyboard_response,time_new_mouse_response,time_play_sampler1,time_play_sampler2,time_play_sound1,time_play_sound2,time_redirect_to_limesurvey,time_training_loop,time_training_sketchpad,time_welcome_exp_page,time_welome,title,total_correct,total_response_time,total_responses,width
1,0,33,33,15654,15654,#000000,osweb,osweb,0,osweb,0,0,1,undefined,undefined,undefined,m,m,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,,169.88535430606098,178.86543804045857,Tue Apr 22 2025 00:20:54 GMT+0300 (Eastern European Summer Time),The main experiment item,1,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,no,768,599,1366,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,,osweb,2.2.1,https://jatos.mindprobe.eu,1,720,1366,0,2,1,0,q,q,m,space,space,1,4335,4335,1304,12460,19493,53551,11495,547,18799,space,},space,2,osweb,0,0,0,0,0,2,1745270487880,train_e1,train_e1,stim_ban3,stim_ban3,1024,2,48000,-16,experiment,,1,odd,221787,132668,125,226133,133987,95089,165269,130988,131828,218845,220327,218833,102,114589,94527,146455,Nouvelle expérience,2,93924,6,1024
1,0,43,43,13858,13858,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,q,m,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,,169.88535430606098,178.86543804045857,Tue Apr 22 2025 00:20:54 GMT+0300 (Eastern European Summer Time),The main experiment item,1,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,no,768,599,1366,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,,osweb,2.2.1,https://jatos.mindprobe.eu,1,720,1366,0,2,1,0,q,q,m,space,space,1,3079,3079,1304,12460,19493,53551,11495,547,18799,space,},space,2,osweb,0,0,0,0,0,2,1745270487880,train_e1,train_e1,fill_mi1,fill_bi1,1024,2,48000,-16,experiment,,1,odd,228567,132668,125,231649,133987,95089,165269,130988,131828,226139,227457,218833,102,114589,94527,146455,Nouvelle expérience,3,97003,7,1024
1,0,50,50,12526,12526,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,q,m,0,2,1,0,0,0,0,2,0,0,0,0,1,1,2,2,0,2,0,0,1,0,0,0,0,0,,169.88535430606098,178.86543804045857,Tue Apr 22 2025 00:20:54 GMT+0300 (Eastern European Summer Time),The main experiment item,1,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,no,768,599,1366,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,,osweb,2.2.1,https://jatos.mindprobe.eu,1,720,1366,0,2,1,0,q,q,m,space,space,1,3201,3201,1304,12460,19493,53551,11495,547,18799,space,},space,2,osweb,0,0,0,0,0,2,1745270487880,train_e1,train_e1,stim_yi2,stim_yi3,1024,2,48000,-16,experiment,,1,odd,234377,132668,125,237582,133987,95089,165269,130988,131828,231651,232708,218833,102,114589,94527,146455,Nouvelle expérience,4,100204,8,1024
1,0,56,56,11190,11190,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,m,m,0,3,1,0,0,0,0,3,0,0,0,0,1,1,3,3,0,3,0,0,1,0,0,0,0,0,,169.88535430606098,178.86543804045857,Tue Apr 22 2025 00:20:54 GMT+0300 (Eastern European Summer Time),The main experiment item,1,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,no,768,599,1366,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,,osweb,2.2.1,https://jatos.mindprobe.eu,1,720,1366,0,2,1,0,m,m,m,space,space,1,510,510,1304,12460,19493,53551,11495,547,18799,space,},space,2,osweb,0,0,0,0,0,2,1745270487880,train_e1,train_e1,fill_pan3,fill_pan3,1024,2,48000,-16,experiment,,1,odd,240357,132668,125,240882,133987,95089,165269,130988,131828,237585,238967,218833,102,114589,94527,146455,Nouvelle expérience,5,100714,9,1024
1,0,60,60,10181,10181,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,q,m,0,4,1,0,0,0,0,4,0,0,0,0,1,1,4,4,0,4,0,0,1,0,0,0,0,0,,169.88535430606098,178.86543804045857,Tue Apr 22 2025 00:20:54 GMT+0300 (Eastern European Summer Time),The main experiment item,1,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,no,768,599,1366,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,,osweb,2.2.1,https://jatos.mindprobe.eu,1,720,1366,0,2,1,0,q,q,m,space,space,1,1095,1095,1304,12460,19493,53551,11495,547,18799,space,},space,2,osweb,0,0,0,0,0,2,1745270487880,train_e1,train_e1,stim_ban1,stim_ban3,1024,2,48000,-16,experiment,,1,odd,243527,132668,125,244632,133987,95089,165269,130988,131828,240885,242067,218833,102,114589,94527,146455,Nouvelle expérience,6,101809,10,1024
1,0,64,64,11594,11594,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,m,m,0,5,1,0,0,0,0,5,0,0,0,0,1,1,5,5,0,5,0,0,1,0,0,0,0,0,,169.88535430606098,178.86543804045857,Tue Apr 22 2025 00:20:54 GMT+0300 (Eastern European Summer Time),The main experiment item,1,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,no,768,599,1366,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,,osweb,2.2.1,https://jatos.mindprobe.eu,1,720,1366,0,2,1,0,m,m,m,space,space,1,25723,25723,1304,12460,19493,53551,11495,547,18799,space,},space,2,osweb,0,0,0,0,0,2,1745270487880,train_e1,train_e1,stim_yi3,stim_yi3,1024,2,48000,-16,experiment,,1,odd,247965,132668,125,273698,133987,95089,165269,130988,131828,244634,246297,218833,102,114589,94527,146455,Nouvelle expérience,7,127532,11,1024
1,0,67,67,10725,10725,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,q,m,0,6,1,0,0,0,0,6,0,0,0,0,1,1,6,6,0,6,0,0,1,0,0,0,0,0,,169.88535430606098,178.86543804045857,Tue Apr 22 2025 00:20:54 GMT+0300 (Eastern European Summer Time),The main experiment item,1,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,no,768,599,1366,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,,osweb,2.2.1,https://jatos.mindprobe.eu,1,720,1366,0,2,1,0,q,q,m,space,space,1,1169,1169,1304,12460,19493,53551,11495,547,18799,space,},space,2,osweb,0,0,0,0,0,2,1745270487880,train_e1,train_e1,stim_ban2,stim_ban4,1024,2,48000,-16,experiment,,1,odd,275827,132668,125,276997,133987,95089,165269,130988,131828,273701,274867,218833,102,114589,94527,146455,Nouvelle expérience,8,128701,12,1024
1,0,69,69,9919,9919,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,q,m,0,7,1,0,0,0,0,7,0,0,0,0,1,1,7,7,0,7,0,0,1,0,0,0,0,0,,169.88535430606098,178.86543804045857,Tue Apr 22 2025 00:20:54 GMT+0300 (Eastern European Summer Time),The main experiment item,1,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,no,768,599,1366,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,,osweb,2.2.1,https://jatos.mindprobe.eu,1,720,1366,0,2,1,0,q,q,m,space,space,1,246,246,1304,12460,19493,53551,11495,547,18799,space,},space,2,osweb,0,0,0,0,0,2,1745270487880,train_e1,train_e1,fill_pan2,fill_pang2,1024,2,48000,-16,experiment,,1,odd,279727,132668,125,279980,133987,95089,165269,130988,131828,276999,278347,218833,102,114589,94527,146455,Nouvelle expérience,9,128947,13,1024
1,0,71,71,9226,9226,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,q,m,0,8,1,0,0,0,0,8,0,0,0,0,1,1,8,8,0,8,0,0,1,0,0,0,0,0,,169.88535430606098,178.86543804045857,Tue Apr 22 2025 00:20:54 GMT+0300 (Eastern European Summer Time),The main experiment item,1,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,no,768,599,1366,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,,osweb,2.2.1,https://jatos.mindprobe.eu,1,720,1366,0,2,1,0,q,q,m,space,space,1,217,217,1304,12460,19493,53551,11495,547,18799,space,},space,2,osweb,0,0,0,0,0,2,1745270487880,train_e1,train_e1,fill_la1,fill_ma1,1024,2,48000,-16,experiment,,1,odd,282477,132668,125,282697,133987,95089,165269,130988,131828,279983,281267,218833,102,114589,94527,146455,Nouvelle expérience,10,129164,14,1024
1,0,73,73,8646,8646,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,q,m,0,9,1,0,0,0,0,9,0,0,0,0,1,1,9,9,0,9,0,0,1,0,0,0,0,0,,169.88535430606098,178.86543804045857,Tue Apr 22 2025 00:20:54 GMT+0300 (Eastern European Summer Time),The main experiment item,1,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,no,768,599,1366,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,,osweb,2.2.1,https://jatos.mindprobe.eu,1,720,1366,0,2,1,0,q,q,m,space,space,1,529,529,1304,12460,19493,53551,11495,547,18799,space,},space,2,osweb,0,0,0,0,0,2,1745270487880,train_e1,train_e1,stim_ma1,stim_ma4,1024,2,48000,-16,experiment,,1,odd,284937,132668,125,285480,133987,95089,165269,130988,131828,282699,283907,218833,102,114589,94527,146455,Nouvelle expérience,11,129693,15,1024
