PERSISTENT,TEMPORARY,acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,closed,color_backend,correct,correct_correct_response,correct_correct_response_training,correct_new_1_keyboard_response,correct_new_keyboard_response,correct_new_mouse_response,correct_response,correct_response_train,count_Consent_form,count_correct_response,count_correct_response_training,count_ecouteur_form,count_experiment,count_experiment_loop,count_getting_started,count_logger_exp,count_new_1_keyboard_response,count_new_keyboard_response,count_new_mouse_response,count_osweb,count_play_sampler1,count_play_sampler2,count_play_sound1,count_play_sound2,count_redirect_to_limesurvey,count_stim_fill_sequence,count_study_finished,count_training_loop,count_training_seq,count_training_sketchpad,count_welcome_exp_page,count_welome,crossOriginIsolated,cursor_roi,cursor_x,cursor_y,datetime,defaultStatus,defaultstatus,description,devicePixelRatio,disable_garbage_collection,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,innerHeight,innerWidth,isBrowser,isSecureContext,jatos_uuid,keyboard_backend,length,mouse_backend,name,opensesame_codename,opensesame_version,origin,originAgentCluster,outerHeight,outerWidth,pageXOffset,pageYOffset,penwidth,repeat_cycle,response,response_correct_response,response_correct_response_training,response_new_1_keyboard_response,response_new_keyboard_response,response_new_mouse_response,response_time,response_time_correct_response,response_time_correct_response_training,response_time_new_1_keyboard_response,response_time_new_keyboard_response,response_time_new_mouse_response,response_time_training_sketchpad,response_time_welcome_exp_page,response_time_welome,response_training_sketchpad,response_welcome_exp_page,response_welome,round_decimals,sampler_backend,screenLeft,screenTop,screenX,screenY,scrollX,scrollY,sessionid,sound1,sound2,sound_1,sound_2,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,status,subject_nr,subject_parity,time_correct_response,time_correct_response_training,time_experiment_loop,time_logger_exp,time_new_1_keyboard_response,time_new_keyboard_response,time_new_mouse_response,time_play_sampler1,time_play_sampler2,time_play_sound1,time_play_sound2,time_redirect_to_limesurvey,time_training_loop,time_training_sketchpad,time_welcome_exp_page,time_welome,title,total_correct,total_response_time,total_responses,width
1,0,88,88,1744,1744,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,q,q,0,20,1,0,0,0,0,20,0,0,0,0,1,1,20,20,0,20,0,0,1,0,0,0,0,stim0,-116,104.75,Thu Apr 24 2025 20:49:41 GMT+0200 (Central European Summer Time),,,The main experiment item,2,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,no,768,822,1512,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,,osweb,2.2.1,https://jatos.mindprobe.eu,0,862,1512,0,0,1,0,q,q,q,space,space,1,588,588,716,9156,3063,2564,6877,14643,14660,space,space,space,2,osweb,0,38,0,38,0,0,1745520669526,train_a1,train_e1,fill_sheng1,fill_shong1,1024,2,48000,-16,experiment,,1,odd,152375,47909,29,152964,48633,29095,72461,45834,47073,150044,151226,75028,24,32168,14451,57791,Nouvelle expérience,23,45332,26,1024
1,0,89,89,1697,1697,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,m,q,0,21,1,0,0,0,0,21,0,0,0,0,1,1,21,21,0,21,0,0,1,0,0,0,0,stim0,-116,104.75,Thu Apr 24 2025 20:49:41 GMT+0200 (Central European Summer Time),,,The main experiment item,2,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,no,768,822,1512,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,,osweb,2.2.1,https://jatos.mindprobe.eu,0,862,1512,0,0,1,0,m,m,q,space,space,1,477,477,716,9156,3063,2564,6877,14643,14660,space,space,space,2,osweb,0,38,0,38,0,0,1745520669526,train_a1,train_e1,stim_sheng4,stim_sheng4,1024,2,48000,-16,experiment,,1,odd,155353,47909,29,155831,48633,29095,72461,45834,47073,152965,154157,75028,24,32168,14451,57791,Nouvelle expérience,24,45809,27,1024
1,0,89,89,1676,1676,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,q,q,0,22,1,0,0,0,0,22,0,0,0,0,1,1,22,22,0,22,0,0,1,0,0,0,0,stim0,-116,104.75,Thu Apr 24 2025 20:49:41 GMT+0200 (Central European Summer Time),,,The main experiment item,2,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,no,768,822,1512,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,,osweb,2.2.1,https://jatos.mindprobe.eu,0,862,1512,0,0,1,0,q,q,q,space,space,1,1113,1113,716,9156,3063,2564,6877,14643,14660,space,space,space,2,osweb,0,38,0,38,0,0,1745520669526,train_a1,train_e1,fill_pan1,fill_pan3,1024,2,48000,-16,experiment,,1,odd,158146,47909,29,159261,48633,29095,72461,45834,47073,155833,156758,75028,24,32168,14451,57791,Nouvelle expérience,25,46922,28,1024
1,0,90,90,1682,1682,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,q,q,0,23,1,0,0,0,0,23,0,0,0,0,1,1,23,23,0,23,0,0,1,0,0,0,0,stim0,-116,104.75,Thu Apr 24 2025 20:49:41 GMT+0200 (Central European Summer Time),,,The main experiment item,2,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,no,768,822,1512,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,,osweb,2.2.1,https://jatos.mindprobe.eu,0,862,1512,0,0,1,0,q,q,q,space,space,1,1859,1859,716,9156,3063,2564,6877,14643,14660,space,space,space,2,osweb,0,38,0,38,0,0,1745520669526,train_a1,train_e1,fill_seng1,fill_seng2,1024,2,48000,-16,experiment,,1,odd,161948,47909,29,163810,48633,29095,72461,45834,47073,159262,160752,75028,24,32168,14451,57791,Nouvelle expérience,26,48781,29,1024
1,0,90,90,1633,1633,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,q,q,0,24,1,0,0,0,0,24,0,0,0,0,1,1,24,24,0,24,0,0,1,0,0,0,0,stim0,-116,104.75,Thu Apr 24 2025 20:49:41 GMT+0200 (Central European Summer Time),,,The main experiment item,2,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,no,768,822,1512,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,,osweb,2.2.1,https://jatos.mindprobe.eu,0,862,1512,0,0,1,0,q,q,q,space,space,1,209,209,716,9156,3063,2564,6877,14643,14660,space,space,space,2,osweb,0,38,0,38,0,0,1745520669526,train_a1,train_e1,stim_ma2,stim_ma4,1024,2,48000,-16,experiment,,1,odd,165831,47909,29,166043,48633,29095,72461,45834,47073,163812,164810,75028,24,32168,14451,57791,Nouvelle expérience,27,48990,30,1024
1,0,90,90,1588,1588,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,m,q,0,25,1,0,0,0,0,25,0,0,0,0,1,1,25,25,0,25,0,0,1,0,0,0,0,stim0,-116,104.75,Thu Apr 24 2025 20:49:41 GMT+0200 (Central European Summer Time),,,The main experiment item,2,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,no,768,822,1512,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,,osweb,2.2.1,https://jatos.mindprobe.eu,0,862,1512,0,0,1,0,m,m,q,space,space,1,231,231,716,9156,3063,2564,6877,14643,14660,space,space,space,2,osweb,0,38,0,38,0,0,1745520669526,train_a1,train_e1,stim_yi1,stim_yi1,1024,2,48000,-16,experiment,,1,odd,167904,47909,29,168144,48633,29095,72461,45834,47073,166046,166975,75028,24,32168,14451,57791,Nouvelle expérience,28,49221,31,1024
1,0,91,91,1543,1543,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,m,q,0,26,1,0,0,0,0,26,0,0,0,0,1,1,26,26,0,26,0,0,1,0,0,0,0,stim0,-116,104.75,Thu Apr 24 2025 20:49:41 GMT+0200 (Central European Summer Time),,,The main experiment item,2,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,no,768,822,1512,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,,osweb,2.2.1,https://jatos.mindprobe.eu,0,862,1512,0,0,1,0,m,m,q,space,space,1,152,152,716,9156,3063,2564,6877,14643,14660,space,space,space,2,osweb,0,38,0,38,0,0,1745520669526,train_a1,train_e1,stim_dao3,stim_dao3,1024,2,48000,-16,experiment,,1,odd,170237,47909,29,170394,48633,29095,72461,45834,47073,168147,169193,75028,24,32168,14451,57791,Nouvelle expérience,29,49373,32,1024
1,0,91,91,1497,1497,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,m,q,0,27,1,0,0,0,0,27,0,0,0,0,1,1,27,27,0,27,0,0,1,0,0,0,0,stim0,-116,104.75,Thu Apr 24 2025 20:49:41 GMT+0200 (Central European Summer Time),,,The main experiment item,2,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,no,768,822,1512,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,,osweb,2.2.1,https://jatos.mindprobe.eu,0,862,1512,0,0,1,0,m,m,q,space,space,1,15,15,716,9156,3063,2564,6877,14643,14660,space,space,space,2,osweb,0,38,0,38,0,0,1745520669526,train_a1,train_e1,stim_sheng3,stim_sheng3,1024,2,48000,-16,experiment,,1,odd,173482,47909,29,173501,48633,29095,72461,45834,47073,170396,171938,75028,24,32168,14451,57791,Nouvelle expérience,30,49388,33,1024
1,0,91,91,1480,1480,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,q,q,0,28,1,0,0,0,0,28,0,0,0,0,1,1,28,28,0,28,0,0,1,0,0,0,0,stim0,-116,104.75,Thu Apr 24 2025 20:49:41 GMT+0200 (Central European Summer Time),,,The main experiment item,2,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,no,768,822,1512,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,,osweb,2.2.1,https://jatos.mindprobe.eu,0,862,1512,0,0,1,0,q,q,q,space,space,1,941,941,716,9156,3063,2564,6877,14643,14660,space,space,space,2,osweb,0,38,0,38,0,0,1745520669526,train_a1,train_e1,stim_yi2,stim_yi3,1024,2,48000,-16,experiment,,1,odd,176217,47909,29,177159,48633,29095,72461,45834,47073,173504,174556,75028,24,32168,14451,57791,Nouvelle expérience,31,50329,34,1024
1,0,91,91,1439,1439,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,q,q,0,29,1,0,0,0,0,29,0,0,0,0,1,1,29,29,0,29,0,0,1,0,0,0,0,stim0,-116,104.75,Thu Apr 24 2025 20:49:41 GMT+0200 (Central European Summer Time),,,The main experiment item,2,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,no,768,822,1512,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,,osweb,2.2.1,https://jatos.mindprobe.eu,0,862,1512,0,0,1,0,q,q,q,space,space,1,25,25,716,9156,3063,2564,6877,14643,14660,space,space,space,2,osweb,0,38,0,38,0,0,1745520669526,train_a1,train_e1,stim_dao1,stim_dao4,1024,2,48000,-16,experiment,,1,odd,179635,47909,29,179666,48633,29095,72461,45834,47073,177161,178353,75028,24,32168,14451,57791,Nouvelle expérience,32,50354,35,1024
1,0,92,92,1473,1473,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,q,q,0,30,1,0,0,0,0,30,0,0,0,0,1,1,30,30,0,30,0,0,1,0,0,0,0,stim0,-116,104.75,Thu Apr 24 2025 20:49:41 GMT+0200 (Central European Summer Time),,,The main experiment item,2,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,no,768,822,1512,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,,osweb,2.2.1,https://jatos.mindprobe.eu,0,862,1512,0,0,1,0,q,q,q,space,space,1,2684,2684,716,9156,3063,2564,6877,14643,14660,space,space,space,2,osweb,0,38,0,38,0,0,1745520669526,train_a1,train_e1,fill_seng1,fill_song1,1024,2,48000,-16,experiment,,1,odd,182225,47909,29,184915,48633,29095,72461,45834,47073,179668,181156,75028,24,32168,14451,57791,Nouvelle expérience,33,53038,36,1024
1,0,92,92,1455,1455,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,m,q,0,31,1,0,0,0,0,31,0,0,0,0,1,1,31,31,0,31,0,0,1,0,0,0,0,stim0,-116,104.75,Thu Apr 24 2025 20:49:41 GMT+0200 (Central European Summer Time),,,The main experiment item,2,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,no,768,822,1512,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,,osweb,2.2.1,https://jatos.mindprobe.eu,0,862,1512,0,0,1,0,m,m,q,space,space,1,808,808,716,9156,3063,2564,6877,14643,14660,space,space,space,2,osweb,0,38,0,38,0,0,1745520669526,train_a1,train_e1,stim_yi3,stim_yi3,1024,2,48000,-16,experiment,,1,odd,188233,47909,29,189048,48633,29095,72461,45834,47073,184917,186573,75028,24,32168,14451,57791,Nouvelle expérience,34,53846,37,1024
1,0,92,92,1419,1419,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,m,q,0,32,1,0,0,0,0,32,0,0,0,0,1,1,32,32,0,32,0,0,1,0,0,0,0,stim0,-116,104.75,Thu Apr 24 2025 20:49:41 GMT+0200 (Central European Summer Time),,,The main experiment item,2,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,no,768,822,1512,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,,osweb,2.2.1,https://jatos.mindprobe.eu,0,862,1512,0,0,1,0,m,m,q,space,space,1,81,81,716,9156,3063,2564,6877,14643,14660,space,space,space,2,osweb,0,38,0,38,0,0,1745520669526,train_a1,train_e1,stim_ban3,stim_ban3,1024,2,48000,-16,experiment,,1,odd,191954,47909,29,192043,48633,29095,72461,45834,47073,189051,190503,75028,24,32168,14451,57791,Nouvelle expérience,35,53927,38,1024
1,0,92,92,1402,1402,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,m,q,0,33,1,0,0,0,0,33,0,0,0,0,1,1,33,33,0,33,0,0,1,0,0,0,0,stim0,-116,104.75,Thu Apr 24 2025 20:49:41 GMT+0200 (Central European Summer Time),,,The main experiment item,2,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,no,768,822,1512,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,,osweb,2.2.1,https://jatos.mindprobe.eu,0,862,1512,0,0,1,0,m,m,q,space,space,1,748,748,716,9156,3063,2564,6877,14643,14660,space,space,space,2,osweb,0,38,0,38,0,0,1745520669526,train_a1,train_e1,fill_seng4,fill_seng4,1024,2,48000,-16,experiment,,1,odd,195803,47909,29,196552,48633,29095,72461,45834,47073,192046,193922,75028,24,32168,14451,57791,Nouvelle expérience,36,54675,39,1024
1,0,93,93,1378,1378,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,m,q,0,34,1,0,0,0,0,34,0,0,0,0,1,1,34,34,0,34,0,0,1,0,0,0,0,stim0,-116,104.75,Thu Apr 24 2025 20:49:41 GMT+0200 (Central European Summer Time),,,The main experiment item,2,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,no,768,822,1512,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,,osweb,2.2.1,https://jatos.mindprobe.eu,0,862,1512,0,0,1,0,m,m,q,space,space,1,443,443,716,9156,3063,2564,6877,14643,14660,space,space,space,2,osweb,0,38,0,38,0,0,1745520669526,train_a1,train_e1,stim_ban2,stim_ban2,1024,2,48000,-16,experiment,,1,odd,198874,47909,29,199319,48633,29095,72461,45834,47073,196555,197712,75028,24,32168,14451,57791,Nouvelle expérience,37,55118,40,1024
1,0,93,93,1394,1394,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,q,q,0,35,1,0,0,0,0,35,0,0,0,0,1,1,35,35,0,35,0,0,1,0,0,0,0,stim0,-116,104.75,Thu Apr 24 2025 20:49:41 GMT+0200 (Central European Summer Time),,,The main experiment item,2,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,no,768,822,1512,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,,osweb,2.2.1,https://jatos.mindprobe.eu,0,862,1512,0,0,1,0,q,q,q,space,space,1,2050,2050,716,9156,3063,2564,6877,14643,14660,space,space,space,2,osweb,0,38,0,38,0,0,1745520669526,train_a1,train_e1,fill_tao2,fill_tao3,1024,2,48000,-16,experiment,,1,odd,202165,47909,29,204215,48633,29095,72461,45834,47073,199320,200679,75028,24,32168,14451,57791,Nouvelle expérience,38,57168,41,1024
1,0,93,93,1382,1382,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,q,q,0,36,1,0,0,0,0,36,0,0,0,0,1,1,36,36,0,36,0,0,1,0,0,0,0,stim0,-116,104.75,Thu Apr 24 2025 20:49:41 GMT+0200 (Central European Summer Time),,,The main experiment item,2,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,no,768,822,1512,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,,osweb,2.2.1,https://jatos.mindprobe.eu,0,862,1512,0,0,1,0,q,q,q,space,space,1,894,894,716,9156,3063,2564,6877,14643,14660,space,space,space,2,osweb,0,38,0,38,0,0,1745520669526,train_a1,train_e1,stim_sheng1,stim_sheng4,1024,2,48000,-16,experiment,,1,odd,206594,47909,29,207489,48633,29095,72461,45834,47073,204217,205398,75028,24,32168,14451,57791,Nouvelle expérience,39,58062,42,1024
1,0,93,93,1355,1355,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,q,q,0,37,1,0,0,0,0,37,0,0,0,0,1,1,37,37,0,37,0,0,1,0,0,0,0,stim0,-116,104.75,Thu Apr 24 2025 20:49:41 GMT+0200 (Central European Summer Time),,,The main experiment item,2,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,no,768,822,1512,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,,osweb,2.2.1,https://jatos.mindprobe.eu,0,862,1512,0,0,1,0,q,q,q,space,space,1,194,194,716,9156,3063,2564,6877,14643,14660,space,space,space,2,osweb,0,38,0,38,0,0,1745520669526,train_a1,train_e1,fill_pa4,fill_ba4,1024,2,48000,-16,experiment,,1,odd,209880,47909,29,210082,48633,29095,72461,45834,47073,207492,208637,75028,24,32168,14451,57791,Nouvelle expérience,40,58256,43,1024
1,0,93,93,1362,1362,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,q,q,0,38,1,0,0,0,0,38,0,0,0,0,1,1,38,38,0,38,0,0,1,0,0,0,0,stim0,-116,104.75,Thu Apr 24 2025 20:49:41 GMT+0200 (Central European Summer Time),,,The main experiment item,2,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,no,768,822,1512,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,,osweb,2.2.1,https://jatos.mindprobe.eu,0,862,1512,0,0,1,0,q,q,q,space,space,1,1679,1679,716,9156,3063,2564,6877,14643,14660,space,space,space,2,osweb,0,38,0,38,0,0,1745520669526,train_a1,train_e1,stim_yi2,stim_yi1,1024,2,48000,-16,experiment,,1,odd,212068,47909,29,213752,48633,29095,72461,45834,47073,210084,211139,75028,24,32168,14451,57791,Nouvelle expérience,41,59935,44,1024
1,0,93,93,1340,1340,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,q,q,0,39,1,0,0,0,0,39,0,0,0,0,1,1,39,39,0,39,0,0,1,0,0,0,0,stim0,-116,104.75,Thu Apr 24 2025 20:49:41 GMT+0200 (Central European Summer Time),,,The main experiment item,2,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,no,768,822,1512,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,,osweb,2.2.1,https://jatos.mindprobe.eu,0,862,1512,0,0,1,0,q,q,q,space,space,1,385,385,716,9156,3063,2564,6877,14643,14660,space,space,space,2,osweb,0,38,0,38,0,0,1745520669526,train_a1,train_e1,fill_pan2,fill_pang2,1024,2,48000,-16,experiment,,1,odd,216468,47909,29,216860,48633,29095,72461,45834,47073,213755,215093,75028,24,32168,14451,57791,Nouvelle expérience,42,60320,45,1024
