PERSISTENT,TEMPORARY,acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,closed,color_backend,correct,correct_correct_response,correct_correct_response_training,correct_new_1_keyboard_response,correct_new_keyboard_response,correct_new_mouse_response,correct_response,correct_response_train,count_Consent_form,count_correct_response,count_correct_response_training,count_ecouteur_form,count_experiment,count_experiment_loop,count_getting_started,count_logger_exp,count_new_1_keyboard_response,count_new_keyboard_response,count_new_mouse_response,count_osweb,count_play_sampler1,count_play_sampler2,count_play_sound1,count_play_sound2,count_redirect_to_limesurvey,count_stim_fill_sequence,count_study_finished,count_training_loop,count_training_seq,count_training_sketchpad,count_welcome_exp_page,count_welome,credentialless,crossOriginIsolated,cursor_roi,cursor_x,cursor_y,datetime,description,devicePixelRatio,disable_garbage_collection,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,innerHeight,innerWidth,isBrowser,isSecureContext,jatos_uuid,keyboard_backend,length,mouse_backend,name,opensesame_codename,opensesame_version,origin,originAgentCluster,outerHeight,outerWidth,pageXOffset,pageYOffset,penwidth,repeat_cycle,response,response_correct_response,response_correct_response_training,response_new_1_keyboard_response,response_new_keyboard_response,response_new_mouse_response,response_time,response_time_correct_response,response_time_correct_response_training,response_time_new_1_keyboard_response,response_time_new_keyboard_response,response_time_new_mouse_response,response_time_training_sketchpad,response_time_welcome_exp_page,response_time_welome,response_training_sketchpad,response_welcome_exp_page,response_welome,round_decimals,sampler_backend,screenLeft,screenTop,screenX,screenY,scrollX,scrollY,sessionid,sound1,sound2,sound_1,sound_2,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,status,subject_nr,subject_parity,time_correct_response,time_correct_response_training,time_experiment_loop,time_logger_exp,time_new_1_keyboard_response,time_new_keyboard_response,time_new_mouse_response,time_play_sampler1,time_play_sampler2,time_play_sound1,time_play_sound2,time_redirect_to_limesurvey,time_training_loop,time_training_sketchpad,time_welcome_exp_page,time_welome,title,total_correct,total_response_time,total_responses,width
1,0,33,33,10440,10440,#000000,osweb,osweb,0,osweb,0,0,1,undefined,undefined,undefined,q,q,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,stim0,-341,-178.5,Fri Apr 25 2025 09:50:20 GMT+0200 (heure d’été d’Europe centrale),The main experiment item,1,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,no,768,945,1920,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,,osweb,2.2.1,https://jatos.mindprobe.eu,1,1032,1920,0,0,1,0,m,m,q,space,space,1,15078,15078,1611,19817,735,20050,5408,526,9853,space,space,space,2,osweb,1920,0,1920,0,0,0,1745567421000,train_a1,train_e1,stim_ma1,stim_ma4,1024,2,48000,-16,experiment,,0,even,72996,19360,66,88077,20977,4027,50656,17273,18520,70717,71966,70710,52,4778,3484,40798,Nouvelle expérience,2,62639,6,1024
1,0,43,43,9053,9053,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,q,q,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,stim0,-341,-178.5,Fri Apr 25 2025 09:50:20 GMT+0200 (heure d’été d’Europe centrale),The main experiment item,1,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,no,768,945,1920,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,,osweb,2.2.1,https://jatos.mindprobe.eu,1,1032,1920,0,0,1,0,q,q,q,space,space,1,732,732,1611,19817,735,20050,5408,526,9853,space,space,space,2,osweb,1920,0,1920,0,0,0,1745567421000,train_a1,train_e1,stim_ban2,stim_ban4,1024,2,48000,-16,experiment,,0,even,90206,19360,66,90946,20977,4027,50656,17273,18520,88080,89246,70710,52,4778,3484,40798,Nouvelle expérience,3,63371,7,1024
1,0,50,50,8026,8026,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,q,q,0,2,1,0,0,0,0,2,0,0,0,0,1,1,2,2,0,2,0,0,1,0,0,0,0,0,stim0,-341,-178.5,Fri Apr 25 2025 09:50:20 GMT+0200 (heure d’été d’Europe centrale),The main experiment item,1,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,no,768,945,1920,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,,osweb,2.2.1,https://jatos.mindprobe.eu,1,1032,1920,0,0,1,0,q,q,q,space,space,1,836,836,1611,19817,735,20050,5408,526,9853,space,space,space,2,osweb,1920,0,1920,0,0,0,1745567421000,train_a1,train_e1,stim_ma2,stim_ma4,1024,2,48000,-16,experiment,,0,even,92966,19360,66,93816,20977,4027,50656,17273,18520,90948,91946,70710,52,4778,3484,40798,Nouvelle expérience,4,64207,8,1024
1,0,56,56,7407,7407,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,m,q,0,3,1,0,0,0,0,3,0,0,0,0,1,1,3,3,0,3,0,0,1,0,0,0,0,0,stim0,-341,-178.5,Fri Apr 25 2025 09:50:20 GMT+0200 (heure d’été d’Europe centrale),The main experiment item,1,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,no,768,945,1920,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,,osweb,2.2.1,https://jatos.mindprobe.eu,1,1032,1920,0,0,1,0,m,m,q,space,space,1,2454,2454,1611,19817,735,20050,5408,526,9853,space,space,space,2,osweb,1920,0,1920,0,0,0,1745567421000,train_a1,train_e1,stim_yi3,stim_yi3,1024,2,48000,-16,experiment,,0,even,97156,19360,66,99622,20977,4027,50656,17273,18520,93817,95486,70710,52,4778,3484,40798,Nouvelle expérience,5,66661,9,1024
1,0,60,60,6828,6828,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,q,q,0,4,1,0,0,0,0,4,0,0,0,0,1,1,4,4,0,4,0,0,1,0,0,0,0,0,stim0,-341,-178.5,Fri Apr 25 2025 09:50:20 GMT+0200 (heure d’été d’Europe centrale),The main experiment item,1,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,no,768,945,1920,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,,osweb,2.2.1,https://jatos.mindprobe.eu,1,1032,1920,0,0,1,0,q,q,q,space,space,1,1616,1616,1611,19817,735,20050,5408,526,9853,space,space,space,2,osweb,1920,0,1920,0,0,0,1745567421000,train_a1,train_e1,fill_pan2,fill_pang2,1024,2,48000,-16,experiment,,0,even,102346,19360,66,103976,20977,4027,50656,17273,18520,99623,100966,70710,52,4778,3484,40798,Nouvelle expérience,6,68277,10,1024
1,0,64,64,6284,6284,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,q,q,0,5,1,0,0,0,0,5,0,0,0,0,1,1,5,5,0,5,0,0,1,0,0,0,0,0,stim0,-341,-178.5,Fri Apr 25 2025 09:50:20 GMT+0200 (heure d’été d’Europe centrale),The main experiment item,1,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,no,768,945,1920,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,,osweb,2.2.1,https://jatos.mindprobe.eu,1,1032,1920,0,0,1,0,q,q,q,space,space,1,849,849,1611,19817,735,20050,5408,526,9853,space,space,space,2,osweb,1920,0,1920,0,0,0,1745567421000,train_a1,train_e1,stim_ma1,stim_ma2,1024,2,48000,-16,experiment,,0,even,106186,19360,66,107046,20977,4027,50656,17273,18520,103977,105186,70710,52,4778,3484,40798,Nouvelle expérience,7,69126,11,1024
1,0,67,67,5904,5904,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,q,q,0,6,1,0,0,0,0,6,0,0,0,0,1,1,6,6,0,6,0,0,1,0,0,0,0,0,stim0,-341,-178.5,Fri Apr 25 2025 09:50:20 GMT+0200 (heure d’été d’Europe centrale),The main experiment item,1,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,no,768,945,1920,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,,osweb,2.2.1,https://jatos.mindprobe.eu,1,1032,1920,0,0,1,0,q,q,q,space,space,1,1717,1717,1611,19817,735,20050,5408,526,9853,space,space,space,2,osweb,1920,0,1920,0,0,0,1745567421000,train_a1,train_e1,stim_yi2,stim_yi3,1024,2,48000,-16,experiment,,0,even,109766,19360,66,111484,20977,4027,50656,17273,18520,107047,108106,70710,52,4778,3484,40798,Nouvelle expérience,8,70843,12,1024
1,0,69,69,5671,5671,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,q,q,0,7,1,0,0,0,0,7,0,0,0,0,1,1,7,7,0,7,0,0,1,0,0,0,0,0,stim0,-341,-178.5,Fri Apr 25 2025 09:50:20 GMT+0200 (heure d’été d’Europe centrale),The main experiment item,1,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,no,768,945,1920,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,,osweb,2.2.1,https://jatos.mindprobe.eu,1,1032,1920,0,0,1,0,q,q,q,space,space,1,2880,2880,1611,19817,735,20050,5408,526,9853,space,space,space,2,osweb,1920,0,1920,0,0,0,1745567421000,train_a1,train_e1,stim_sheng1,stim_sheng4,1024,2,48000,-16,experiment,,0,even,113866,19360,66,116755,20977,4027,50656,17273,18520,111485,112668,70710,52,4778,3484,40798,Nouvelle expérience,9,73723,13,1024
1,0,71,71,5354,5354,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,m,q,0,8,1,0,0,0,0,8,0,0,0,0,1,1,8,8,0,8,0,0,1,0,0,0,0,0,stim0,-341,-178.5,Fri Apr 25 2025 09:50:20 GMT+0200 (heure d’été d’Europe centrale),The main experiment item,1,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,no,768,945,1920,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,,osweb,2.2.1,https://jatos.mindprobe.eu,1,1032,1920,0,0,1,0,m,m,q,space,space,1,1239,1239,1611,19817,735,20050,5408,526,9853,space,space,space,2,osweb,1920,0,1920,0,0,0,1745567421000,train_a1,train_e1,stim_sheng4,stim_sheng4,1024,2,48000,-16,experiment,,0,even,119156,19360,66,120409,20977,4027,50656,17273,18520,116757,117956,70710,52,4778,3484,40798,Nouvelle expérience,10,74962,14,1024
1,0,73,73,5087,5087,#000000,osweb,osweb,0,osweb,1,1,1,undefined,undefined,undefined,m,q,0,9,1,0,0,0,0,9,0,0,0,0,1,1,9,9,0,9,0,0,1,0,0,0,0,0,stim0,-341,-178.5,Fri Apr 25 2025 09:50:20 GMT+0200 (heure d’été d’Europe centrale),The main experiment item,1,False,C:/Users/rekbi/OneDrive/Bureau,False,mono,False,18,no,#000000,no,no,768,945,1920,1,1,a75f6f75-437c-2915-eb43-01debc9446dd,osweb,0,osweb,,osweb,2.2.1,https://jatos.mindprobe.eu,1,1032,1920,0,0,1,0,m,m,q,space,space,1,1336,1336,1611,19817,735,20050,5408,526,9853,space,space,space,2,osweb,1920,0,1920,0,0,0,1745567421000,train_a1,train_e1,stim_sheng3,stim_sheng3,1024,2,48000,-16,experiment,,0,even,123507,19360,66,124847,20977,4027,50656,17273,18520,120410,121956,70710,52,4778,3484,40798,Nouvelle expérience,11,76298,15,1024
